NAME	troph	ring	schiz	F	M
PF3D7_0103000	160.317446948642	10.4473805763419	126.984612050093	338.618018815653	53.9513306078056
PF3D7_0103200	650.861614201102	267.740777749458	35.9773371004429	93.0251356275881	57.1987186692143
PF3D7_0103400	178.990946544447	21.2306086878952	27.796329615253	825.819568533797	59.5855707547625
PF3D7_0103500	51.1369831016369	31.7106720029825	351.579423391374	11.3180007841681	271.206834862243
PF3D7_0103800	181.887596555238	4.35232986925913	36.0202080744784	2642.32577436979	56.8433534527827
PF3D7_0103900	415.930903979694	144.458151621132	18.3319864134959	118.619828125991	34.7192312015286
PF3D7_0104100	58.5546740341777	1	221.704677299206	100.844898511378	23.2316089015362
PF3D7_0104200	206.208334639147	727.91420675426	16021.8401293545	62.7663061649291	533.037614502939
PF3D7_0104500	585.545352998439	199.777971133834	34.4646146103645	210.966517192704	1
PF3D7_0104700	2.94240648703326	1	8.05193751983357	271.95435567178	72.844241684029
PF3D7_0104800	20.2403200970724	1	1	1	1
PF3D7_0105500	500.543734870443	82.927867519052	20.2022247228141	8.32118017424409	23.4794874676857
PF3D7_0105900	275.452301623663	39.2165842600827	58.7666256283173	334.639662256037	58.7515108385726
PF3D7_0106200	121.38002773495	17.8676238326445	359.531007272614	313.464530746057	1190.14910490369
PF3D7_0106400	4.64520287572032	35.0238339006966	1	13.1290040874744	31.5474095796676
PF3D7_0106700	520.035622484862	4028.93137258726	556.952402288485	145.905483734436	581.968070611774
PF3D7_0106800	36.7342324130846	2.23316726680807	37.4317947714735	49.7586503358223	1
PF3D7_0107200	162.448680299955	27.5884657117768	205.189557192596	76.6405682294506	26.8685360995421
PF3D7_0107700	110.908660613626	12.5767605351555	7.82384250571497	12.4181319936058	1
PF3D7_0107900	11.0448468202948	4.12168321158769	55.2070382101474	1	1
PF3D7_0108000	444.754621714189	84.7947333728642	39.2632455087051	62.9152254082287	14.946417862572
PF3D7_0108100	283.330460951199	81.4535126343416	26.2295607364106	100.863822839376	41.6272852847973
PF3D7_0108400	450.13847206429	3035.28963441406	59.9482430501591	366.431193051853	144.307860908122
PF3D7_0109000	1.92520803302623	9.35421888053467	183.148342567507	10.2471865434941	29.6229498812148
PF3D7_0109200	229.042290500567	132.016072088067	17.4121666093903	21.6349865914988	71.1262272089762
PF3D7_0109400	318.328646461901	25.5760787792317	30.3376118040839	240.005556258153	454.586993103345
PF3D7_0109500	58.330613878203	99.1068368133581	9.99357388735868	19.0822016888776	1
PF3D7_0109600	175.912780378013	73.0691693665969	1	56.6572007891118	1
PF3D7_0109800	877.86867519696	1969.91285815619	809.313167388455	215.810928668755	157.786265347483
PF3D7_0109850	120.657914606885	17.821691798727	433.141587451717	187.833324419909	1
PF3D7_0110000	6.6792772022704	6.50539528738163	4.40732916503399	1177.31468498225	1
PF3D7_0110400	496.093851827029	949.957461317193	55.0722293638547	195.374519276491	14.8031940591053
PF3D7_0110900	181.133289203803	84.0426079916135	9.09827061077988	14.0123617436565	14.946417862572
PF3D7_0111200	72.5152215281708	8.43619620616805	4.49377074238848	62.1229557438442	47.8867216804201
PF3D7_0111300	441.796256686093	484.96064337841	54.7703338052896	170.30003127879	3129.94558868723
PF3D7_0111600	546.373297334448	182.255434502188	41.8904951796803	159.817753115303	56.1880605133102
PF3D7_0111700	125.084005223563	61.6612658177363	8.34807683419002	32.482426223889	1
PF3D7_0111900	154.727962228223	17.835007556412	17.2452262346867	301.88200050786	70.8659394358333
PF3D7_0112000	452.425253792193	109.489372712582	19.3812402347462	111.574828485641	174.56198184086
PF3D7_0112100	3.09466654749732	1	1	60.5648119172893	35.0634260993971
PF3D7_0202700	141.452775789	3.91236445846483	86.4725551893333	146.710413950509	1
PF3D7_0203400	276.774247299821	19.8442654676524	36.7789302072408	1300.08881575203	3550.83344902456
PF3D7_0203600	237.464899390817	25.4985491152261	6.75601594919807	141.645407066604	706.46652705034
PF3D7_0203700	154.313717701554	1056.00589605662	41.9303897550331	40.5741795539535	23.5738729993905
PF3D7_0203800	38.8456797701665	1	16.8812000084706	1814.62784681988	72.3200203144158
PF3D7_0204200	300.55519288427	436.168506621197	425.347376565858	827.977428076025	44.9483167794673
PF3D7_0204300	105.956032785469	62.6710577174916	39.5253517488278	196.271756894685	572.744749147135
PF3D7_0204400	2.69940228480294	1	1	10.637439525067	61.1829561868079
PF3D7_0204500	358.677590132444	926.044355809604	89.2555240981968	194.718937558894	81.2666736629146
PF3D7_0204700	49.6552634005439	17.3578041570975	26.729954006535	1	1
PF3D7_0204800	83.9090938485578	26.1907294831567	11.0587284370394	466.796722365298	96.1691650019243
PF3D7_0204900	245.34058772411	43.2367767877837	16.2309608115743	89.1395035843241	20.1898063748537
PF3D7_0205200	1.89592087226856	1	1	1	902.981914459422
PF3D7_0205400	632.294916023034	230.956435341134	48.8760520999449	80.6390085429457	94.9923523479382
PF3D7_0205600	465.029666055519	77.3765391793813	256.776634600906	263.172788471244	1970.10215796685
PF3D7_0205800	225.5835299192	5.99050115215787	81.0044478912218	1349.94075823755	123.69880046678
PF3D7_0206200	8.30889486660433	1	19.7330569987709	19.0822016888776	25.0015360983103
PF3D7_0206600	38.5229729021934	107.891366903904	2.99814172819278	45.0522663196704	31.6927350296185
PF3D7_0206700	50.2128036481067	240.933429286083	7.91279082769126	19.5870453248294	71.1262272089762
PF3D7_0207100	492.974666152601	294.834818428053	8699.50573331398	649.121653875601	1009.6844696687
PF3D7_0207200	114.589367125284	57.7390053932414	12.7216243496795	72.3429382782113	1
PF3D7_0208100	342.664457092902	39.0383617827012	23.530677121051	22.5317079368785	232.318282857325
PF3D7_0208200	192.01584666975	2140.65905554578	89.8726464045373	144.297099753115	468.316375345936
PF3D7_0208500	32.102875919189	1	3.91328604098993	1	16.2160681679854
PF3D7_0208700	391.364971169961	193.964793806604	26.606298991627	177.018503384113	20.1898063748537
PF3D7_0208800	336.028105580253	230.060483548464	23.7278938468261	322.556698997666	1
PF3D7_0209000	167.962494558787	21.4783297668867	64.0221153796895	73.2260054891764	3654.75194150876
PF3D7_0209200	78.9626975075395	30.5766639699356	5.65332341273609	11.2140872691616	1
PF3D7_0209300	45.0158489518721	39.3459859034212	5.10981423639651	27.024723487313	1
PF3D7_0209400	157.112247992412	17.5482518823209	13.0351079757401	68.303055844127	1
PF3D7_0209600	891.634978453941	33.6073411461554	2111.91751174553	257.58710354379	203.679531304034
PF3D7_0209800	2248.91738754287	3086.97943179522	193.852012158879	219.948649765214	341.830889502962
PF3D7_0210000	21.946208078748	5.67861785684839	4.60120280173578	23.0517176728003	1
PF3D7_0210100	2155.79895683847	5023.85851596459	406.5758229034	684.686492671043	376.440275117099
PF3D7_0210200	671.773621998027	81.9602254089097	82.7716160449833	257.930431238015	3196.28073280433
PF3D7_0210400	80.0952315775691	1	11.4141698014507	11.6790828803622	227.663102571663
PF3D7_0210900	204.126745794696	706.838452972965	60.756948626633	171.79895222873	160.496322843467
PF3D7_0211200	44.9783557148796	3.60999624120819	14.3296624156649	23.5436095301472	105.326743626905
PF3D7_0211300	156.982029776465	33.3243890071731	10.9002483826141	60.2379513178712	12.2397437338429
PF3D7_0211400	30.78560113788	1	36.3886471276164	89.5277618479621	44.9483167794673
PF3D7_0211500	1026.35715644358	133.058250548115	1854.36311836887	616.051167553306	5336.57029297051
PF3D7_0211600	59.3788170139966	9.22368421052632	10.0739984574203	1	1
PF3D7_0211700	957.399241551572	3192.14490151712	277.030832238756	296.117013263878	416.774374769741
PF3D7_0211900	237.845385940029	19.4730214819822	183.594162883595	360.152761232875	63.9350563656472
PF3D7_0212300	1276.24023977712	1757.31753400985	184.292915545239	309.647458662495	200.145467377949
PF3D7_0212400	255.660451270707	197.701581429818	472.457897262395	135.429603112723	1923.29344772336
PF3D7_0212600	13.4334687968332	60.7613318574322	2209.75446689007	119.721407615891	53.7092557453089
PF3D7_0212700	395.68848249148	38.0101746857234	31.3631188009954	75.3893364290373	84.3541718763024
PF3D7_0213000	40.2208001000364	9.21188521872593	35.1258946635345	23.3522205249917	1
PF3D7_0213400	246.423817839269	25.0076095374367	14.8486876811479	943.644929086411	31.4295501086965
PF3D7_0213700	209.257237095726	273.59045618321	107.161102662378	49.0513762664384	1
PF3D7_0213800	17.9621102642646	5.2999656002752	33.5911400177555	757.371061326137	25.0015360983103
PF3D7_0214200	336.567509833319	33.3577023837755	34.7562635682392	97.206042755071	106.567756746375
PF3D7_0214400	1035.37579761596	6709.35091926593	154.077809168109	522.543501050304	148.142225528793
PF3D7_0214500	36.946133497601	188.401815255733	2.77534752427788	14.4330964630657	1
PF3D7_0214700	13.3153250945141	41.2640203236749	3474.09669866477	431.956899948714	64.9489994791517
PF3D7_0214800	156.571670217611	384.058585046849	780.648414346627	111.608925592551	216.997622424963
PF3D7_0215200	53.0504019701378	29.7289018521488	20.8768441967625	2715.78597905843	100.45062980224
